Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
12/02/2020,02/01/2020,11/28/2020,IA,Des Moines County,19057,Micropolitan,24,423
12/02/2020,02/01/2020,11/28/2020,IA,Dubuque County,19061,Small metro,125,877
12/02/2020,02/01/2020,11/28/2020,IA,Emmet County,19063,Noncore,21,110
12/02/2020,02/01/2020,11/28/2020,IA,Floyd County,19067,Noncore,11,126
12/02/2020,02/01/2020,11/28/2020,IA,Franklin County,19069,Noncore,10,92
12/02/2020,02/01/2020,11/28/2020,IA,Guthrie County,19077,Medium metro,14,80
12/02/2020,02/01/2020,11/28/2020,IA,Hancock County,19081,Noncore,17,86
12/02/2020,02/01/2020,11/28/2020,IA,Hardin County,19083,Noncore,10,152
12/02/2020,02/01/2020,11/28/2020,IA,Harrison County,19085,Medium metro,40,170
12/02/2020,02/01/2020,11/28/2020,IA,Henry County,19087,Noncore,12,164
12/02/2020,02/01/2020,11/28/2020,IA,Howard County,19089,Noncore,17,92
12/02/2020,02/01/2020,11/28/2020,IA,Jasper County,19099,Micropolitan,27,250
12/02/2020,02/01/2020,11/28/2020,IA,Johnson County,19103,Small metro,130,1604
12/02/2020,02/01/2020,11/28/2020,IA,Linn County,19113,Medium metro,216,1853
12/02/2020,02/01/2020,11/28/2020,IA,Lyon County,19119,Noncore,11,60
12/02/2020,02/01/2020,11/28/2020,IA,Mahaska County,19123,Micropolitan,35,223
12/02/2020,02/01/2020,11/28/2020,IA,Marion County,19125,Noncore,16,231
12/02/2020,02/01/2020,11/28/2020,IA,Marshall County,19127,Micropolitan,29,395
12/02/2020,02/01/2020,11/28/2020,IA,Mitchell County,19131,Noncore,14,113
12/02/2020,02/01/2020,11/28/2020,IA,Muscatine County,19139,Micropolitan,45,302
12/02/2020,02/01/2020,11/28/2020,IA,O'Brien County,19141,Noncore,28,162
12/02/2020,02/01/2020,11/28/2020,IA,Plymouth County,19149,Small metro,22,181
12/02/2020,02/01/2020,11/28/2020,IA,Polk County,19153,Medium metro,469,4418
12/02/2020,02/01/2020,11/28/2020,IA,Pottawattamie County,19155,Medium metro,66,842
12/02/2020,02/01/2020,11/28/2020,IA,Poweshiek County,19157,Noncore,12,165
12/02/2020,02/01/2020,11/28/2020,IA,Scott County,19163,Medium metro,110,1632
12/02/2020,02/01/2020,11/28/2020,IA,Sioux County,19167,Noncore,19,187
12/02/2020,02/01/2020,11/28/2020,IA,Story County,19169,Small metro,37,523
12/02/2020,02/01/2020,11/28/2020,IA,Tama County,19171,Noncore,35,136
12/02/2020,02/01/2020,11/28/2020,IA,Wapello County,19179,Micropolitan,56,347
12/02/2020,02/01/2020,11/28/2020,IA,Washington County,19183,Small metro,13,193
12/02/2020,02/01/2020,11/28/2020,IA,Wayne County,19185,Noncore,15,80
12/02/2020,02/01/2020,11/28/2020,IA,Webster County,19187,Micropolitan,54,469
12/02/2020,02/01/2020,11/28/2020,IA,Winnebago County,19189,Noncore,16,87
12/02/2020,02/01/2020,11/28/2020,IA,Woodbury County,19193,Small metro,203,1171
12/02/2020,02/01/2020,11/28/2020,ID,Ada County,16001,Medium metro,315,3526
12/02/2020,02/01/2020,11/28/2020,ID,Bannock County,16005,Small metro,44,716
12/02/2020,02/01/2020,11/28/2020,ID,Bingham County,16011,Micropolitan,15,314
12/02/2020,02/01/2020,11/28/2020,ID,Bonneville County,16019,Small metro,91,1071
12/02/2020,02/01/2020,11/28/2020,ID,Canyon County,16027,Medium metro,119,1344
12/02/2020,02/01/2020,11/28/2020,ID,Kootenai County,16055,Small metro,82,1552
12/02/2020,02/01/2020,11/28/2020,ID,Nez Perce County,16069,Small metro,27,483
12/02/2020,02/01/2020,11/28/2020,ID,Shoshone County,16079,Noncore,17,104
12/02/2020,02/01/2020,11/28/2020,ID,Twin Falls County,16083,Micropolitan,114,886
12/02/2020,02/01/2020,11/28/2020,IL,Adams County,17001,Micropolitan,74,855
12/02/2020,02/01/2020,11/28/2020,IL,Boone County,17007,Medium metro,13,285
12/02/2020,02/01/2020,11/28/2020,IL,Bureau County,17011,Micropolitan,39,351
12/02/2020,02/01/2020,11/28/2020,IL,Carroll County,17015,Noncore,10,122
12/02/2020,02/01/2020,11/28/2020,IL,Cass County,17017,Noncore,17,82
12/02/2020,02/01/2020,11/28/2020,IL,Champaign County,17019,Small metro,90,1597
12/02/2020,02/01/2020,11/28/2020,IL,Christian County,17021,Micropolitan,25,286
12/02/2020,02/01/2020,11/28/2020,IL,Clark County,17023,Noncore,10,122
12/02/2020,02/01/2020,11/28/2020,IL,Clay County,17025,Noncore,12,124
12/02/2020,02/01/2020,11/28/2020,IL,Coles County,17029,Micropolitan,57,543
12/02/2020,02/01/2020,11/28/2020,IL,Cook County,17031,Large central metro,5949,41909
12/02/2020,02/01/2020,11/28/2020,IL,Cumberland County,17035,Micropolitan,11,74
12/02/2020,02/01/2020,11/28/2020,IL,DeKalb County,17037,Large fringe metro,41,696
12/02/2020,02/01/2020,11/28/2020,IL,De Witt County,17039,Small metro,11,129
12/02/2020,02/01/2020,11/28/2020,IL,DuPage County,17043,Large fringe metro,660,6578
12/02/2020,02/01/2020,11/28/2020,IL,Effingham County,17049,Micropolitan,19,300
12/02/2020,02/01/2020,11/28/2020,IL,Fayette County,17051,Noncore,17,165
12/02/2020,02/01/2020,11/28/2020,IL,Ford County,17053,Small metro,12,184
12/02/2020,02/01/2020,11/28/2020,IL,Franklin County,17055,Noncore,10,287
12/02/2020,02/01/2020,11/28/2020,IL,Greene County,17061,Noncore,21,100
12/02/2020,02/01/2020,11/28/2020,IL,Grundy County,17063,Large fringe metro,22,378
12/02/2020,02/01/2020,11/28/2020,IL,Jackson County,17077,Small metro,73,553
12/02/2020,02/01/2020,11/28/2020,IL,Jefferson County,17081,Micropolitan,58,536
12/02/2020,02/01/2020,11/28/2020,IL,Jersey County,17083,Large fringe metro,17,222
12/02/2020,02/01/2020,11/28/2020,IL,Jo Daviess County,17085,Noncore,11,180
12/02/2020,02/01/2020,11/28/2020,IL,Kane County,17089,Large fringe metro,391,3266
12/02/2020,02/01/2020,11/28/2020,IL,Kankakee County,17091,Small metro,94,1137
12/02/2020,02/01/2020,11/28/2020,IL,Knox County,17095,Micropolitan,59,613
12/02/2020,02/01/2020,11/28/2020,IL,Lake County,17097,Large fringe metro,494,4945
12/02/2020,02/01/2020,11/28/2020,IL,LaSalle County,17099,Micropolitan,80,935
12/02/2020,02/01/2020,11/28/2020,IL,Lee County,17103,Micropolitan,28,283
12/02/2020,02/01/2020,11/28/2020,IL,Livingston County,17105,Micropolitan,17,347
12/02/2020,02/01/2020,11/28/2020,IL,McDonough County,17109,Micropolitan,33,259
12/02/2020,02/01/2020,11/28/2020,IL,McHenry County,17111,Large fringe metro,99,1503
12/02/2020,02/01/2020,11/28/2020,IL,McLean County,17113,Small metro,63,1168
12/02/2020,02/01/2020,11/28/2020,IL,Macon County,17115,Small metro,113,1198
12/02/2020,02/01/2020,11/28/2020,IL,Madison County,17119,Large fringe metro,166,2343
12/02/2020,02/01/2020,11/28/2020,IL,Marion County,17121,Micropolitan,25,434
12/02/2020,02/01/2020,11/28/2020,IL,Monroe County,17133,Large fringe metro,16,181
12/02/2020,02/01/2020,11/28/2020,IL,Montgomery County,17135,Noncore,11,242
12/02/2020,02/01/2020,11/28/2020,IL,Morgan County,17137,Micropolitan,26,331
12/02/2020,02/01/2020,11/28/2020,IL,Ogle County,17141,Micropolitan,13,421
12/02/2020,02/01/2020,11/28/2020,IL,Peoria County,17143,Medium metro,226,2679
12/02/2020,02/01/2020,11/28/2020,IL,Perry County,17145,Noncore,11,171
12/02/2020,02/01/2020,11/28/2020,IL,Pike County,17149,Noncore,12,143
12/02/2020,02/01/2020,11/28/2020,IL,Randolph County,17157,Noncore,16,273
12/02/2020,02/01/2020,11/28/2020,IL,Richland County,17159,Noncore,19,209
12/02/2020,02/01/2020,11/28/2020,IL,Rock Island County,17161,Medium metro,109,1410
12/02/2020,02/01/2020,11/28/2020,IL,St. Clair County,17163,Large fringe metro,216,2256
12/02/2020,02/01/2020,11/28/2020,IL,Saline County,17165,Noncore,21,290
12/02/2020,02/01/2020,11/28/2020,IL,Sangamon County,17167,Small metro,162,2440
12/02/2020,02/01/2020,11/28/2020,IL,Stephenson County,17177,Micropolitan,33,515
12/02/2020,02/01/2020,11/28/2020,IL,Tazewell County,17179,Medium metro,44,923
12/02/2020,02/01/2020,11/28/2020,IL,Vermilion County,17183,Small metro,28,713
12/02/2020,02/01/2020,11/28/2020,IL,Wayne County,17191,Noncore,22,128
12/02/2020,02/01/2020,11/28/2020,IL,Whiteside County,17195,Micropolitan,96,602
12/02/2020,02/01/2020,11/28/2020,IL,Will County,17197,Large fringe metro,436,4221
12/02/2020,02/01/2020,11/28/2020,IL,Williamson County,17199,Small metro,64,791
12/02/2020,02/01/2020,11/28/2020,IL,Winnebago County,17201,Medium metro,283,3049
12/02/2020,02/01/2020,11/28/2020,IL,Woodford County,17203,Medium metro,17,278
12/02/2020,02/01/2020,11/28/2020,IN,Adams County,18001,Micropolitan,16,222
12/02/2020,02/01/2020,11/28/2020,IN,Allen County,18003,Medium metro,386,4117
12/02/2020,02/01/2020,11/28/2020,IN,Bartholomew County,18005,Small metro,91,782
12/02/2020,02/01/2020,11/28/2020,IN,Boone County,18011,Large fringe metro,53,417
12/02/2020,02/01/2020,11/28/2020,IN,Cass County,18017,Micropolitan,41,324
12/02/2020,02/01/2020,11/28/2020,IN,Clark County,18019,Large fringe metro,64,925
12/02/2020,02/01/2020,11/28/2020,IN,Clay County,18021,Small metro,10,191
12/02/2020,02/01/2020,11/28/2020,IN,Clinton County,18023,Micropolitan,13,297
12/02/2020,02/01/2020,11/28/2020,IN,Daviess County,18027,Micropolitan,22,255
12/02/2020,02/01/2020,11/28/2020,IN,Dearborn County,18029,Large fringe metro,39,349
12/02/2020,02/01/2020,11/28/2020,IN,Decatur County,18031,Micropolitan,26,233
12/02/2020,02/01/2020,11/28/2020,IN,De Kalb County,18033,Micropolitan,24,354
12/02/2020,02/01/2020,11/28/2020,IN,Delaware County,18035,Small metro,124,1386
12/02/2020,02/01/2020,11/28/2020,IN,Dubois County,18037,Micropolitan,22,421
12/02/2020,02/01/2020,11/28/2020,IN,Elkhart County,18039,Small metro,207,1673
12/02/2020,02/01/2020,11/28/2020,IN,Fayette County,18041,Micropolitan,16,175
12/02/2020,02/01/2020,11/28/2020,IN,Floyd County,18043,Large fringe metro,104,967
12/02/2020,02/01/2020,11/28/2020,IN,Fulton County,18049,Noncore,11,167
12/02/2020,02/01/2020,11/28/2020,IN,Grant County,18053,Micropolitan,40,671
12/02/2020,02/01/2020,11/28/2020,IN,Greene County,18055,Noncore,37,226
12/02/2020,02/01/2020,11/28/2020,IN,Hamilton County,18057,Large fringe metro,160,1811
12/02/2020,02/01/2020,11/28/2020,IN,Hancock County,18059,Large fringe metro,35,556
12/02/2020,02/01/2020,11/28/2020,IN,Harrison County,18061,Large fringe metro,16,302
12/02/2020,02/01/2020,11/28/2020,IN,Hendricks County,18063,Large fringe metro,182,1390
12/02/2020,02/01/2020,11/28/2020,IN,Henry County,18065,Micropolitan,15,410
12/02/2020,02/01/2020,11/28/2020,IN,Howard County,18067,Small metro,78,972
12/02/2020,02/01/2020,11/28/2020,IN,Jackson County,18071,Micropolitan,31,399
12/02/2020,02/01/2020,11/28/2020,IN,Johnson County,18081,Large fringe metro,113,1054
12/02/2020,02/01/2020,11/28/2020,IN,Knox County,18083,Micropolitan,47,451
12/02/2020,02/01/2020,11/28/2020,IN,Kosciusko County,18085,Micropolitan,18,504
12/02/2020,02/01/2020,11/28/2020,IN,Lagrange County,18087,Noncore,15,188
12/02/2020,02/01/2020,11/28/2020,IN,Lake County,18089,Large fringe metro,574,5569
12/02/2020,02/01/2020,11/28/2020,IN,La Porte County,18091,Small metro,92,1083
12/02/2020,02/01/2020,11/28/2020,IN,Lawrence County,18093,Micropolitan,40,389
12/02/2020,02/01/2020,11/28/2020,IN,Madison County,18095,Large fringe metro,127,1240
12/02/2020,02/01/2020,11/28/2020,IN,Marion County,18097,Large central metro,1059,9497
12/02/2020,02/01/2020,11/28/2020,IN,Marshall County,18099,Micropolitan,35,403
12/02/2020,02/01/2020,11/28/2020,IN,Monroe County,18105,Small metro,74,1162
12/02/2020,02/01/2020,11/28/2020,IN,Montgomery County,18107,Micropolitan,20,295
12/02/2020,02/01/2020,11/28/2020,IN,Morgan County,18109,Large fringe metro,37,493
12/02/2020,02/01/2020,11/28/2020,IN,Newton County,18111,Large fringe metro,11,103
12/02/2020,02/01/2020,11/28/2020,IN,Noble County,18113,Micropolitan,29,330
12/02/2020,02/01/2020,11/28/2020,IN,Orange County,18117,Noncore,17,152
12/02/2020,02/01/2020,11/28/2020,IN,Perry County,18123,Noncore,18,149
12/02/2020,02/01/2020,11/28/2020,IN,Pike County,18125,Micropolitan,14,105
12/02/2020,02/01/2020,11/28/2020,IN,Porter County,18127,Large fringe metro,80,1446
12/02/2020,02/01/2020,11/28/2020,IN,Putnam County,18133,Large fringe metro,17,293
12/02/2020,02/01/2020,11/28/2020,IN,Ripley County,18137,Noncore,10,237
12/02/2020,02/01/2020,11/28/2020,IN,St. Joseph County,18141,Medium metro,241,2755
12/02/2020,02/01/2020,11/28/2020,IN,Shelby County,18145,Large fringe metro,50,381
12/02/2020,02/01/2020,11/28/2020,IN,Tippecanoe County,18157,Small metro,78,1349
12/02/2020,02/01/2020,11/28/2020,IN,Tipton County,18159,Noncore,26,152
12/02/2020,02/01/2020,11/28/2020,IN,Vanderburgh County,18163,Medium metro,214,2441
12/02/2020,02/01/2020,11/28/2020,IN,Vigo County,18167,Small metro,129,1322
12/02/2020,02/01/2020,11/28/2020,IN,Wabash County,18169,Micropolitan,17,364
12/02/2020,02/01/2020,11/28/2020,IN,Warrick County,18173,Medium metro,93,885
12/02/2020,02/01/2020,11/28/2020,IN,Wayne County,18177,Micropolitan,72,951
12/02/2020,02/01/2020,11/28/2020,IN,Wells County,18179,Medium metro,20,236
12/02/2020,02/01/2020,11/28/2020,IN,White County,18181,Noncore,10,187
12/02/2020,02/01/2020,11/28/2020,IN,Whitley County,18183,Medium metro,10,238
12/02/2020,02/01/2020,11/28/2020,KS,Barton County,20009,Micropolitan,14,219
12/02/2020,02/01/2020,11/28/2020,KS,Cowley County,20035,Micropolitan,13,286
12/02/2020,02/01/2020,11/28/2020,KS,Crawford County,20037,Micropolitan,21,387
12/02/2020,02/01/2020,11/28/2020,KS,Douglas County,20045,Small metro,24,664
12/02/2020,02/01/2020,11/28/2020,KS,Ellis County,20051,Micropolitan,64,344
12/02/2020,02/01/2020,11/28/2020,KS,Finney County,20055,Micropolitan,40,224
12/02/2020,02/01/2020,11/28/2020,KS,Ford County,20057,Micropolitan,29,214
12/02/2020,02/01/2020,11/28/2020,KS,Gove County,20063,Noncore,18,45
12/02/2020,02/01/2020,11/28/2020,KS,Harvey County,20079,Medium metro,13,328
12/02/2020,02/01/2020,11/28/2020,KS,Johnson County,20091,Large fringe metro,305,3784
12/02/2020,02/01/2020,11/28/2020,KS,Lyon County,20111,Micropolitan,31,223
12/02/2020,02/01/2020,11/28/2020,KS,Nemaha County,20131,Noncore,12,122
12/02/2020,02/01/2020,11/28/2020,KS,Ness County,20135,Noncore,10,43
12/02/2020,02/01/2020,11/28/2020,KS,Norton County,20137,Noncore,21,62
12/02/2020,02/01/2020,11/28/2020,KS,Reno County,20155,Micropolitan,50,659
12/02/2020,02/01/2020,11/28/2020,KS,Riley County,20161,Small metro,12,362
12/02/2020,02/01/2020,11/28/2020,KS,Saline County,20169,Micropolitan,28,560
12/02/2020,02/01/2020,11/28/2020,KS,Sedgwick County,20173,Medium metro,342,5087
12/02/2020,02/01/2020,11/28/2020,KS,Seward County,20175,Micropolitan,19,135
12/02/2020,02/01/2020,11/28/2020,KS,Shawnee County,20177,Small metro,158,2018
12/02/2020,02/01/2020,11/28/2020,KS,Wyandotte County,20209,Large fringe metro,217,1781
12/02/2020,02/01/2020,11/28/2020,KY,Barren County,21009,Micropolitan,41,506
12/02/2020,02/01/2020,11/28/2020,KY,Bell County,21013,Micropolitan,13,240
12/02/2020,02/01/2020,11/28/2020,KY,Boone County,21015,Large fringe metro,12,654
12/02/2020,02/01/2020,11/28/2020,KY,Boyd County,21019,Medium metro,61,960
12/02/2020,02/01/2020,11/28/2020,KY,Boyle County,21021,Micropolitan,38,432
12/02/2020,02/01/2020,11/28/2020,KY,Calloway County,21035,Micropolitan,14,323
12/02/2020,02/01/2020,11/28/2020,KY,Campbell County,21037,Large fringe metro,88,685
12/02/2020,02/01/2020,11/28/2020,KY,Casey County,21045,Noncore,11,122
12/02/2020,02/01/2020,11/28/2020,KY,Christian County,21047,Medium metro,30,445
12/02/2020,02/01/2020,11/28/2020,KY,Daviess County,21059,Small metro,70,1119
12/02/2020,02/01/2020,11/28/2020,KY,Fayette County,21067,Medium metro,163,4234
12/02/2020,02/01/2020,11/28/2020,KY,Franklin County,21073,Micropolitan,23,479
12/02/2020,02/01/2020,11/28/2020,KY,Graves County,21083,Micropolitan,42,361
12/02/2020,02/01/2020,11/28/2020,KY,Grayson County,21085,Noncore,10,215
12/02/2020,02/01/2020,11/28/2020,KY,Hardin County,21093,Small metro,37,919
12/02/2020,02/01/2020,11/28/2020,KY,Henderson County,21101,Medium metro,19,407
12/02/2020,02/01/2020,11/28/2020,KY,Hopkins County,21107,Micropolitan,47,595
12/02/2020,02/01/2020,11/28/2020,KY,Jefferson County,21111,Large central metro,686,9258
12/02/2020,02/01/2020,11/28/2020,KY,Jessamine County,21113,Medium metro,13,278
12/02/2020,02/01/2020,11/28/2020,KY,Kenton County,21117,Large fringe metro,63,1489
12/02/2020,02/01/2020,11/28/2020,KY,Knox County,21121,Micropolitan,17,251
12/02/2020,02/01/2020,11/28/2020,KY,Laurel County,21125,Micropolitan,19,557
12/02/2020,02/01/2020,11/28/2020,KY,McCracken County,21145,Micropolitan,66,1091
12/02/2020,02/01/2020,11/28/2020,KY,Madison County,21151,Micropolitan,14,668
12/02/2020,02/01/2020,11/28/2020,KY,Mercer County,21167,Noncore,19,192
12/02/2020,02/01/2020,11/28/2020,KY,Oldham County,21185,Large fringe metro,12,263
12/02/2020,02/01/2020,11/28/2020,KY,Perry County,21193,Noncore,19,713
12/02/2020,02/01/2020,11/28/2020,KY,Pike County,21195,Noncore,48,1062
12/02/2020,02/01/2020,11/28/2020,KY,Pulaski County,21199,Micropolitan,23,771
12/02/2020,02/01/2020,11/28/2020,KY,Scott County,21209,Medium metro,14,286
12/02/2020,02/01/2020,11/28/2020,KY,Shelby County,21211,Large fringe metro,14,213
12/02/2020,02/01/2020,11/28/2020,KY,Warren County,21227,Small metro,144,1414
12/02/2020,02/01/2020,11/28/2020,KY,Whitley County,21235,Micropolitan,28,423
12/02/2020,02/01/2020,11/28/2020,LA,Acadia Parish,22001,Medium metro,61,536
12/02/2020,02/01/2020,11/28/2020,LA,Allen Parish,22003,Noncore,21,195
12/02/2020,02/01/2020,11/28/2020,LA,Ascension Parish,22005,Medium metro,35,486
12/02/2020,02/01/2020,11/28/2020,LA,Avoyelles Parish,22009,Noncore,18,369
12/02/2020,02/01/2020,11/28/2020,LA,Beauregard Parish,22011,Micropolitan,29,260
12/02/2020,02/01/2020,11/28/2020,LA,Bossier Parish,22015,Medium metro,81,864
12/02/2020,02/01/2020,11/28/2020,LA,Caddo Parish,22017,Medium metro,629,3651
12/02/2020,02/01/2020,11/28/2020,LA,Calcasieu Parish,22019,Small metro,211,1912
12/02/2020,02/01/2020,11/28/2020,LA,Claiborne Parish,22027,Noncore,15,134
12/02/2020,02/01/2020,11/28/2020,LA,De Soto Parish,22031,Medium metro,12,149
12/02/2020,02/01/2020,11/28/2020,LA,East Baton Rouge Parish,22033,Medium metro,831,5267
12/02/2020,02/01/2020,11/28/2020,LA,East Feliciana Parish,22037,Medium metro,18,146
12/02/2020,02/01/2020,11/28/2020,LA,Evangeline Parish,22039,Noncore,27,298
12/02/2020,02/01/2020,11/28/2020,LA,Franklin Parish,22041,Noncore,13,155
12/02/2020,02/01/2020,11/28/2020,LA,Grant Parish,22043,Small metro,11,156
12/02/2020,02/01/2020,11/28/2020,LA,Iberia Parish,22045,Medium metro,63,669
12/02/2020,02/01/2020,11/28/2020,LA,Jefferson Parish,22051,Large fringe metro,855,5033
12/02/2020,02/01/2020,11/28/2020,LA,Jefferson Davis Parish,22053,Noncore,41,329
12/02/2020,02/01/2020,11/28/2020,LA,Lafayette Parish,22055,Medium metro,279,2432
12/02/2020,02/01/2020,11/28/2020,LA,Lafourche Parish,22057,Small metro,136,856
12/02/2020,02/01/2020,11/28/2020,LA,Lincoln Parish,22061,Micropolitan,61,432
12/02/2020,02/01/2020,11/28/2020,LA,Livingston Parish,22063,Medium metro,17,628
12/02/2020,02/01/2020,11/28/2020,LA,Natchitoches Parish,22069,Micropolitan,29,303
12/02/2020,02/01/2020,11/28/2020,LA,Orleans Parish,22071,Large central metro,446,3666
12/02/2020,02/01/2020,11/28/2020,LA,Ouachita Parish,22073,Small metro,281,1800
12/02/2020,02/01/2020,11/28/2020,LA,Pointe Coupee Parish,22077,Medium metro,19,187
12/02/2020,02/01/2020,11/28/2020,LA,Rapides Parish,22079,Small metro,259,1843
12/02/2020,02/01/2020,11/28/2020,LA,St. Bernard Parish,22087,Large fringe metro,17,238
12/02/2020,02/01/2020,11/28/2020,LA,St. Charles Parish,22089,Large fringe metro,33,313
12/02/2020,02/01/2020,11/28/2020,LA,St. James Parish,22093,Large fringe metro,17,127
12/02/2020,02/01/2020,11/28/2020,LA,St. John the Baptist Parish,22095,Large fringe metro,35,257
12/02/2020,02/01/2020,11/28/2020,LA,St. Landry Parish,22097,Micropolitan,121,868
12/02/2020,02/01/2020,11/28/2020,LA,St. Martin Parish,22099,Medium metro,22,341
12/02/2020,02/01/2020,11/28/2020,LA,St. Mary Parish,22101,Micropolitan,60,425
12/02/2020,02/01/2020,11/28/2020,LA,St. Tammany Parish,22103,Large fringe metro,293,2460
12/02/2020,02/01/2020,11/28/2020,LA,Tangipahoa Parish,22105,Small metro,111,1141
12/02/2020,02/01/2020,11/28/2020,LA,Terrebonne Parish,22109,Small metro,115,1030
12/02/2020,02/01/2020,11/28/2020,LA,Union Parish,22111,Small metro,23,214
12/02/2020,02/01/2020,11/28/2020,LA,Vermilion Parish,22113,Medium metro,27,453
12/02/2020,02/01/2020,11/28/2020,LA,Vernon Parish,22115,Micropolitan,26,302
12/02/2020,02/01/2020,11/28/2020,LA,Washington Parish,22117,Micropolitan,34,412
12/02/2020,02/01/2020,11/28/2020,LA,Webster Parish,22119,Medium metro,25,396
12/02/2020,02/01/2020,11/28/2020,LA,Winn Parish,22127,Noncore,24,147
12/02/2020,02/01/2020,11/28/2020,MA,Barnstable County,25001,Small metro,138,2394
12/02/2020,02/01/2020,11/28/2020,MA,Berkshire County,25003,Small metro,44,1288
12/02/2020,02/01/2020,11/28/2020,MA,Bristol County,25005,Large fringe metro,614,4635
12/02/2020,02/01/2020,11/28/2020,MA,Essex County,25009,Large fringe metro,1066,6685
12/02/2020,02/01/2020,11/28/2020,MA,Franklin County,25011,Micropolitan,37,496
12/02/2020,02/01/2020,11/28/2020,MA,Hampden County,25013,Medium metro,728,5038
12/02/2020,02/01/2020,11/28/2020,MA,Hampshire County,25015,Medium metro,115,1079
12/02/2020,02/01/2020,11/28/2020,MA,Middlesex County,25017,Large fringe metro,1975,10649
12/02/2020,02/01/2020,11/28/2020,MA,Norfolk County,25021,Large fringe metro,795,5100
12/02/2020,02/01/2020,11/28/2020,MA,Plymouth County,25023,Large fringe metro,652,4190
12/02/2020,02/01/2020,11/28/2020,MA,Suffolk County,25025,Large central metro,1344,7835
12/02/2020,02/01/2020,11/28/2020,MA,Worcester County,25027,Medium metro,1040,6969
12/02/2020,02/01/2020,11/28/2020,MD,Allegany County,24001,Small metro,62,927
12/02/2020,02/01/2020,11/28/2020,MD,Anne Arundel County,24003,Large fringe metro,375,4152
12/02/2020,02/01/2020,11/28/2020,MD,Baltimore County,24005,Large fringe metro,745,7722
12/02/2020,02/01/2020,11/28/2020,MD,Calvert County,24009,Large fringe metro,18,548
12/02/2020,02/01/2020,11/28/2020,MD,Carroll County,24013,Large fringe metro,163,1484
12/02/2020,02/01/2020,11/28/2020,MD,Cecil County,24015,Large fringe metro,44,836
12/02/2020,02/01/2020,11/28/2020,MD,Charles County,24017,Large fringe metro,92,922
12/02/2020,02/01/2020,11/28/2020,MD,Frederick County,24021,Large fringe metro,149,1728
12/02/2020,02/01/2020,11/28/2020,MD,Harford County,24025,Large fringe metro,77,1842
12/02/2020,02/01/2020,11/28/2020,MD,Howard County,24027,Large fringe metro,116,1572
12/02/2020,02/01/2020,11/28/2020,MD,Kent County,24029,Noncore,30,259
12/02/2020,02/01/2020,11/28/2020,MD,Montgomery County,24031,Large fringe metro,1231,7005
12/02/2020,02/01/2020,11/28/2020,MD,Prince George's County,24033,Large fringe metro,658,5274
12/02/2020,02/01/2020,11/28/2020,MD,St. Mary's County,24037,Small metro,76,738
12/02/2020,02/01/2020,11/28/2020,MD,Talbot County,24041,Micropolitan,28,573
12/02/2020,02/01/2020,11/28/2020,MD,Washington County,24043,Medium metro,71,1544
12/02/2020,02/01/2020,11/28/2020,MD,Wicomico County,24045,Medium metro,89,1249
12/02/2020,02/01/2020,11/28/2020,MD,Worcester County,24047,Medium metro,47,592
12/02/2020,02/01/2020,11/28/2020,MD,Baltimore city,24510,Large central metro,753,8083
12/02/2020,02/01/2020,11/28/2020,ME,Androscoggin County,23001,Small metro,16,1165
12/02/2020,02/01/2020,11/28/2020,ME,Cumberland County,23005,Medium metro,96,3251
12/02/2020,02/01/2020,11/28/2020,ME,Kennebec County,23011,Micropolitan,17,1194
12/02/2020,02/01/2020,11/28/2020,ME,Penobscot County,23019,Small metro,12,1837
12/02/2020,02/01/2020,11/28/2020,ME,Somerset County,23025,Noncore,18,451
12/02/2020,02/01/2020,11/28/2020,ME,Waldo County,23027,Noncore,17,269
12/02/2020,02/01/2020,11/28/2020,ME,York County,23031,Medium metro,31,1306
12/02/2020,02/01/2020,11/28/2020,MI,Alpena County,26007,Micropolitan,18,331
12/02/2020,02/01/2020,11/28/2020,MI,Bay County,26017,Small metro,73,1274
12/02/2020,02/01/2020,11/28/2020,MI,Berrien County,26021,Small metro,100,1458
12/02/2020,02/01/2020,11/28/2020,MI,Branch County,26023,Micropolitan,12,331
12/02/2020,02/01/2020,11/28/2020,MI,Calhoun County,26025,Small metro,68,1389
12/02/2020,02/01/2020,11/28/2020,MI,Cass County,26027,Medium metro,10,338
12/02/2020,02/01/2020,11/28/2020,MI,Cheboygan County,26031,Noncore,12,217
12/02/2020,02/01/2020,11/28/2020,MI,Clare County,26035,Noncore,14,287
12/02/2020,02/01/2020,11/28/2020,MI,Crawford County,26039,Noncore,13,181
12/02/2020,02/01/2020,11/28/2020,MI,Delta County,26041,Micropolitan,41,393
12/02/2020,02/01/2020,11/28/2020,MI,Dickinson County,26043,Micropolitan,30,291
12/02/2020,02/01/2020,11/28/2020,MI,Emmet County,26047,Noncore,35,556
12/02/2020,02/01/2020,11/28/2020,MI,Genesee County,26049,Medium metro,346,4363
12/02/2020,02/01/2020,11/28/2020,MI,Gogebic County,26053,Noncore,14,140
12/02/2020,02/01/2020,11/28/2020,MI,Grand Traverse County,26055,Micropolitan,31,1208
12/02/2020,02/01/2020,11/28/2020,MI,Gratiot County,26057,Micropolitan,28,384
12/02/2020,02/01/2020,11/28/2020,MI,Hillsdale County,26059,Micropolitan,26,362
